class_0,class_1,text
0,1,going leica minilux g3 replacing mine stolen
1,0,sure
1,0,less versatile never disappointed output
1,0,within limitations longtime user highly responsive film slrs professional quality external flash equipment know bias
1,0,watching development digicams years waiting make first move
1,0,really want 1500 digital slr full frame sensor take nikon lenses
0,1,figure least three years getting impatient
0,1,hence decided spring pointandshoot digicam would features would let get around inherent limitations
1,0,chose g3 reputation high quality clean images
0,1,two limitations knew would deal long lag time focuslocks even bright light unsatisfactory light quality builtin flash
0,1,writing technology solved focuslock lag time problem pointandshoot digicams anyone satisfied simply never used modern film slr
1,0,least youve got focus lock shutter release lag time g3 110 second ive read better anything else available
1,0,makes focuslock lag time something live extreme depth field obtainable point shoot digicams f8
0,1,flash problem
0,1,relative easily achieve external flash nikon slr internal flash g3 produces harsh flat images ugly hot spots
1,0,fortunately g3 hot shoe take external flash fortunately already owned one highest quality external flashes money buy metz 60 ct4
0,1,cant use nikon external flash canon camera use metz proper metz module extension cord connected g3 60 ct4
1,0,metz flash 45cl3 would like get absolute ultimate quality g3 metz module need sca 3102 connector cord sca 3000c
0,1,order work set camera manual mode set shutter speed fstop
1,0,contrary ive read elsewhere g3 sync 1250 second thirdparty flashes dedicated flashes canon
1,0,also set g3 second shutter sync youd want time anyhow
0,1,forget controls metz flash head sca 3102 control panel ignored
1,0,g3 completely takes controlling duration metz flash time exposure spot isnt youve exceeded range metz flash
0,1,might happen get close subject bounceflashing bounce flashing walls simply far away
0,1,unfortunately neutral density filters metz flash longer available first problem cant easily solved
1,0,youve got exposure within acceptable range g3 shown produce utterly stunning images hardly get nikon f100 film camera
1,0,60 ct4 flash head actually reversed 180 degrees tilted enabling bounce flash walls behind
1,0,results shadowfree images look theyve exposed gentlest natural light could imagine
0,1,one complaint g3 software comes processing raw images shoot raw image mode first thing replace 32 mbyte cf 512 mbyte cf gives 130 raw images opposed
0,1,canon software raw images present raw image raw image processed imageaffecting settings camera
1,0,believe enabled second file comes camera stores information
1,0,maybe delete files looked software youd see true raw image camera actually produces
1,0,plugin reveals truly stunning quality raw g3 hardware
1,0,without tweaking exposure accurate colors realistic ive ever seen produced film raw image
1,0,adobe camera raw plugin shows hardware miles ahead software
1,0,photoshop plugin gives reality want fantasy use photoshop create
1,0,least youre starting photorealistic images ive ever seen camera
1,0,stunned amazed quality raw images getting g3 conjunction professional flash system easily put cameras limitations ive never seen anything better within resolution limits
1,0,knock socks great ive months pleased decision
1,0,perfect camera photo hobbiest wants easy point shoot ability well
0,1,battery life drawback digital cameras quote reeves
1,0,manual functionality excellent downloading pictures quick breeze quality astounding
1,0,good months worth research buying similar priced digital cameras best buy buck
1,0,perfect yes viewfinder get obstructed instancesbut lcd works well enough instances cheapest 40 mp best 40 mp
0,1,dont believe check consumer reports review well many digital camera review sites
1,0,save time wont regret
1,0,great digital camera reading positive review camera leading consumer magazine decided head amazon read online reviews
1,0,objections naysayers almost caused purchase different camera end figured id give g3 try
1,0,im glad
1,0,service supplier exceptional
1,0,used month say consistently produces topnotch photos
1,0,recently attended flyball competition event involves dogs running jumping hurdles
1,0,cocking shutter halfway position getting settings ready shoot able produce excellent stopaction photos contrary reviewers experienced
1,0,camera dream operate automode also gives tremendous flexibility aperture priority shutter priority manual modes
1,0,coastal redwood forests able use additional features along macrofocussing option shoot wonderful closeup photos trilliums flowers bloom
1,0,effect increased one buys uses telephoto doubler
0,1,cares
1,0,always shoot using lcd panel
1,0,cant write enough positive things great little camera
1,0,canon never ceases amaze great fan g2 set g3 somewhat negative expectation difficult improve drastically something already perfect powershot g2
1,0,canon never fails amaze
1,0,great gains g2 ability selectively switch raw format record review gives incredible postprocessing flexibility
1,0,battery life 45 hours compared 25 hours g2 hours nikons
1,0,remote capture fileviewer software bundled photo capture mindblowing
1,0,looks sort like picasa software google dont know interface easy install operate g2s intuitive
1,0,shape device little squarer without losing weight means better balance less shaking clicking
1,0,big plus book
1,0,light autocorrection awesome
1,0,could take picture stone glinting sun still avoid shining glaze get contours right
1,0,g2s color effect exposure mode removed replacement selectable effect func menu option available exposure modes
1,0,six default settings vivid sepia neutral low sharpening amp well custom effect allows control sharpening contrast saturation
1,0,new photostich software stiching pics panoramic view
0,1,course buy tool shelves separately helps comes camera
1,0,looks quite neat suggesting canon may er canonized bit
1,0,english means even straight box youll amazed pics end taking
1,0,dim lit environs g2 could easily outperform camera thankfully g3 maintains rep personally believe even outperforms g2 terms less haze astonishingly real colors
1,0,theres really little g3 images criticize
0,1,short eos range canon d100s nikon slrs
1,0,quite simply best ask
0,1,ive tried sony s85 carl zeiss lens pictures digital
1,0,canon get pictures appear photos still camcorder shots
1,0,love eos based controls easy menus
0,1,dont need go exhustive review camera
1,0,many done already
1,0,agree positive reviews
0,1,two things dont like camera mentioned previous reviews
0,1,included lens cap loose camera
0,1,im concerned easily removed lens cap may damage lens
0,1,cheaply made
0,1,body construction buttons casing etc plastic
1,0,g2 better respect
1,0,heavier sturdy casing
1,0,despite grieps still recommend camera
1,0,love used canon powershot s20 25 years loved
0,1,flaws learned deal took thousands pictures around world losing really regretted
1,0,canon obvious choice want limit decision started researching brands would take microdrives
1,0,researched held tested observed different brands
1,0,camera performs like believe
1,0,bought trip beunos aires also used iguazu falls could asked perfect performance
1,0,new learned much advanced features generally used auto mode
1,0,camera worth every penny highly recommend
1,0,another point note battery life incredible
1,0,backup battery need one
1,0,last digital camera ill buy ive looking buy digital camera long time finally decided time
1,0,ever glad decided camera
1,0,ive week far everything camera making happy
1,0,intuitive menus big plus camera
1,0,charged day got took bunch pictures dont think battery indicator budged fully charged
0,1,worried seeing friend change batteries olympus 2030 pictures
1,0,optical zoom awesome viewfinder reflects settings zoom
0,1,one little minor flaw camera lens visible viewfinder detract image
0,1,things may get lot better future ive seen last years technology digital cameras isnt advancing pace pcs phones hard drives
1,0,best megapixel4x optical zoom camera available fairly easy use
1,0,highly recommended
1,0,gorgeous read reviews specs performance opinions
0,1,perfectly happy g2 trade g3
1,0,camera beautiful
1,0,g3 looks like work art
1,0,silver magnesium finish stunning sharp lines excellent grip better camera ive seen
1,0,pleased far
1,0,wanted something able take high quality photos bulky would wind leaving home time
1,0,compared olympus c5050z sony dcsf 717 nikon 5700 based cameras features dozen online reviews one seemed like best round deal
0,1,perfect though
0,1,shortcomings noticed far would much easier choice 5mp camera
0,1,see lens barrel viewfinder
0,1,knew hand bad tiff format
0,1,first digital camera maybe
1,0,simple import via iphoto move photoshop
1,0,comes clearly written manual learning curve steep
1,0,yes recommend competition
1,0,best best best camera ever
1,0,camera cool stitch pictures feature find log canons website
1,0,olympus digital camera nothing compared
1,0,already bought camera suggest buy hiti dyesub photo printer
1,0,youll take pics dont write many reviews im compelled camera
1,0,save computer print ones want
1,0,wasted time money developing rolls pics couple keepers
1,0,crop enlarge best practically extra cost time
1,0,technology finally folks make photo life easier
1,0,great new use underutilized computer
0,1,digital camera stay home hassle use
0,1,poor quality pics short battery life slow time consuming uploads printing ruin digital camera experience keep buying film
1,0,camera none flaws something youll use time
1,0,let kids shoot many pics want let review camera print good ones many
1,0,get canon 850 printer ex flash
1,0,short new slr expensive lens several film point shoots
1,0,havent used since got g3
1,0,unless professional need one camera
1,0,one
1,0,however 600 800 budget think camera excellent choice
1,0,beautiful design lots features easy use configurable customizable battery duration amazing
1,0,also display hinged placed myriad positions protect damage
1,0,excellent idea
0,1,one bad thing comes pitiful 32mb compactflash card purposes enough
1,0,another good thing camera seems introduce much less noise dark places others ive seen
1,0,cannon owned camera short time wouldnt give anything
1,0,surpasses greatest expectations 4mp camera
1,0,powerful product bought product month ago used variety situations
1,0,general easy use well laid
0,1,cool factor buffs looks feels like small plastic brick brick doesnt wow factor
1,0,makes extremely easy use well laid controls learned quickly
1,0,g3 features would want semipro pro slr good range manual options know something photography
1,0,hands someone doesnt yield good results idiot program auto mode
1,0,wife never used camera picked soon got hang fact dont like created delete try
1,0,photos took better results got nikon slr range lenses
1,0,go get 256meg card worth expense
0,1,made plastic
0,1,means unique model im sure
0,1,zoom lens unit feels fragile worth buying good camera bag going put carry round lot
0,1,handbag camera
0,1,function lever one switches capture view mode feels fragile
0,1,flash builtin flashes small cameras get overilluminated main subjects depth lost
1,0,g3 shoe take powerful expensive canon flashes allow bounce reflected flash photography
0,1,strap horrible gets way parts camera need access
0,1,afford camera afford get better strap elsewhere minor quibble
1,0,good points functionality camera mindblowing
1,0,canon packed lot options controls easy use logically laid
1,0,image quality excellent
1,0,messing around images photoshop supplied software package printing good printer yielded excellent results
1,0,range functions indicated something everyone point shoot power plus advanced functions serious photography
1,0,please note first digital camera owned used
1,0,lot opinions relevant switching film
1,0,best camera ive used far finest camera price category ever used
1,0,macro works great medical photographs auto mode terrific point shoot
1,0,camera closest perfect otherdigicam camera closest perfect digicam 45 megapixel
1,0,beats sony f717 archrival
1,0,im glad canon decided keep 4mp resolution improved upon new technology cant fit resolution 4mp 2272x 1704 resol
1,0,19in flat monitor 1200x1024 resol
1,0,please go read dpreviewcom youll get complete story
0,1,story based personal usage
0,1,yes corner lens barrel distortion dont like harm done since always use camea lcd screen see exactly im going get viewfinder dont zoom zoom lens distortion goes away canon knows engineered way minimize parallax phenomenon lmost exactly ot picture
1,0,distortion flaw
0,1,taking digital pictures notice people including errors compactflash results certain shots partially taken lost issue seems effect compactflash digicam brand
1,0,terms shots taken camera insanely great
1,0,pictures fabulous short learning curve tons features havent even gotten
1,0,terms important accessories got extra litium battery
1,0,based used full charge enough least 255 shots
0,1,compact flash delicate hate swap fear connetions camera cf bending lead cf erros losing
1,0,anyways canon improved upon g2 g3
1,0,winner
1,0,ive pleased picture quality durability snow car boat wind
1,0,got best lens adapter g3better canons
1,0,thats hopes helps
1,0,address two previous somewhat negative reviews yes lens barrel obstruct part lower left corner lens viewfinder however lcd viewfinder rather stunning find rarely using lens viewfinder
0,1,beware see cant rank product since merchant amazon collaborating camera
0,1,although may think youre dealing amazon youre dealing second rate store youve never heard
0,1,charging card camera expedited shipping business days later still hadnt shipped product
0,1,called twice times said ship
0,1,one calls saturday pressed guy bit said actually dont ship saturdays
0,1,lie
0,1,finally gave deadline said could meet
0,1,although accepted ship mon jan still didnt ship
0,1,said stock busy
0,1,werent busy enough charge credit card though
0,1,although tried contacting amazon see anything replies got inept hadnt taken time read complaint
0,1,cancelled order
0,1,hope get refund timely manner
0,1,thanks nothing amazon
0,1,major design flaw camera major design flaw
0,1,called canon technical service center see defective camera
0,1,minute trying tell people use lcd view finder finally admitted design flaw camera
1,0,everything else camera great
0,1,however occasionally use view finder trying frame picture lens blocking view much
0,1,im sending mine back waiting problem corrected
1,0,love longer ive using powershot s330 nearly year wanted upgrade megapixel camera longer zoom adjustability hot shoe external flash remote control
1,0,looked nikon coolpix 5700 canon g3 decided g3 due ergonomics much comfortable hold use price
1,0,far ive pleased
1,0,theres noticeable difference quality megapixel image versus megapixels s330 especially want crop enlarge pictures
1,0,larger lens g3 gives better picture quality low light 4times optical zooms gets much closer
1,0,moveable lcd screen great
1,0,take pictures camera held head way beside problem allowing position camera best shot without contorting
1,0,tiny postagestamp sized remote unit wonderful trigger shutter also used zoom review pictures
1,0,also purchased good sturdy tripod combination new camera tripod remote control enabled take remarkable indoor naturallight portraits never would attempted
1,0,hot shoe flash attachment allowed buy use sophisticated flash unit chose canon speedlite 420 made greatest difference quality photographs builtin flash cameras gives flat photos redeye annoying shadows good addon flash unit bounced ceiling wall pleasing almostnatural lighting
1,0,g3 different type battery charging system smaller canon cameras battery needs charged camera charging system also enables use camera plugged without running battery
1,0,yet try using adjustment options shutter priority aperature priority light metering adjustments etc controls well thought manual relatively clear
1,0,use camera right box automatic setting slowly get comfortable manual settings
0,1,ive bothered blownout highlights s330 g3 seems slightly better
0,1,im starting think may one weaknesses digital photography level
0,1,body construction general quite bit plastic disappointment stainless steel heft s330
1,0,bought 512 mb card seems hold 400 photos highest resolution
0,1,120 gb remote drive use store digital images imagine theyd fill ibooks internal memory pretty quickly
1,0,youre investing camera level buy software
1,0,said review s330 digital cameras easier use apple computers
1,0,bottom line youre serious digital photography bitten bug using digital pointandshoot may camera
1,0,make sure buy tripod separate flash unit time youll see difference photos immediately
1,0,added 224 ive camera two months im even pleased
1,0,wound buying gray card use time custom whitebalance setting
1,0,helps avoid problem color cast pictures especially mixedlight settings
1,0,dont gray card use plain white piece paper
1,0,also discovered exposurebracket setting enables take three exposures one press shutter first exposure one lighter one darker
1,0,especially useful portraits situations
1,0,buy telephoto lens required extension
1,0,easy use
1,0,ill probably also get wideangle
1,0,comfortable camera easy use best digital photos youre going get price
1,0,best nonslr digital camera megapixels ive using g3 six weeks proven advertised
1,0,camera need study use order fully exploit many features
1,0,pointandshoot camera intend get finer features id suggest less enthusiast featured choice
1,0,simply canon g3 best digital camera today price point
1,0,canon allows change lenses accepts ibm microdrive type ii compact flash gigabyte storage
1,0,battery life camera twice nikon 5000 better anything else ive seen
0,1,minor nits camera fairly boxy looking needs wrist strap instead neck strap bit slow shots
1,0,even shortcomings still think best digital camera available 1200
1,0,best 4mp compact digital available camera perfect enthusiastic amateur photographer
1,0,pictures razorsharp even macro
1,0,small enough fit easily coat pocket purse
1,0,light enough carry around day without bother
1,0,operating many features easy often obvious im annie lebovitz able figure abilities messing around camera store
1,0,autofocus performs well love 12 optional scene modes dummyproof correspond many situations would actually seek use camera
1,0,comes 16 mb compact flash one rechargable battery charging unit included fast small
1,0,bought 256 mb cf second battery good go long vacation
1,0,recommend camera
1,0,bought camera fit budget preproduction production model reviews positive
1,0,easy use yet feature rich
1,0,auto mode functions basically point click scene modes easy use produce good results
1,0,manual mode feature rich cant wait get hang
1,0,macro mode exceptional pictures clear take pictures lens unbelievably close subject
1,0,battery life good got 90 minutes lcd turned time first time around using lcd every yet needed recharge
0,1,camera comes lexar 16mb starter card stores 10 images fine mode highest resolution intend buy bigger card soon
1,0,near perfection love photography
1,0,older camera simply point shoot camera
1,0,use scene modes fine tune options change iso level shutter speed etc
1,0,camera ideal people want power dont want spend 1000s dollars camera
0,1,excited bought coolpix 4300 two months bought canon powershot s400
0,1,easy sharing one teen age kid
1,0,two cameras similar functionality pricing
1,0,ive problem canon whatsoever
0,1,nikon although picture qualities good mp cameras ive following headaches pictures wont transfer pc directly camera using included transfer cable
0,1,everything could took many days frustration concluding way transfer pc card reader
1,0,card reader included
0,1,speed noticeably slower canon especially flashes
0,1,low battery twice wiped entire pictures memory chip
1,0,used lexar 256 mb still use means nothing wrong lexar
0,1,careful battery low make sure carry extra batteries
1,0,cons reviewers clearly pointed good things camera agree
0,1,certain issues might minor major ones though
0,1,camera keeps autofocussing auto mode buzzing sound cant stopped
0,1,isnt direct way add date time got say print images different directory option specify date time even slightest shakes totally distorts image
0,1,images taken indoor werent clear
0,1,got flash get eventhough room well lit
0,1,lens cap really annoying
1,0,go get high speed like lexar 12x higher cf card
0,1,else simpler viking cf cards takes couple seconds write picture approximately fine picture quality image size 1600 movie clips taken always noise cant avoid
1,0,would rate 45 stars picture quality image size defined specific nikon coolpix
0,1,bad service within year problems menu dial knob
0,1,became stucked makes almost impossible switch modes
0,1,send camera nikon servicing took whole weeks diagnose problem
0,1,wouldnt repair camera unless pay 100 parts
1,0,labor
0,1,good camera terms function quality take chance nikon absolutely sucks comes customer service
0,1,system error got system error problem 30 days purchase
0,1,also lens cap design flawed
0,1,audio video also lacking
1,0,otherwise takes good pictures shutter delay isnt bad either
0,1,still send back nikon repair
1,0,amazing camera amateur photographer piece advise folks thinking making move digital world
1,0,nikon 4300 feel best camera features price
1,0,requirements digital camera initially thought buying megapixel camera good 4x6 5x7 prints wanted really great 8x10 photos
0,1,want small camera seems get lost hands wasnt comfortable
1,0,wanted decent sized camera contour fingers hold steadily
1,0,wanted camera lot builtin settings different types suroundings giving option use photography skills although amateur interest photography turning manual settings
1,0,course wanted respected brand stay within budget bought expensive camcorder hadnt used much
1,0,depending requirements narrowed search nikon 4300 canon powershot s400 models
1,0,say happy decision ever since
1,0,pictures absolutely amazing camera captures minutest details
0,1,things might make even better pictures taken indoor setting little dull rarely hazy tend take photographs distance
0,1,takes camera actually capture photograph time click button seen people becoming little impatient waiting flash glow
0,1,pictures come hazy hands shake even moment entire process taking picture
0,1,try buy tripod solve problems
0,1,whichever camera buy add upto 200 dollars additional memory card bought 256 mb card usb card reader camera bag warranty
1,0,finally get pictures developed kodak picture maker machine even though costs little extra one beat kodak processing terms clarity brightness
1,0,hope review helped making mind
1,0,taken 150 photographs far absolutely loved experience
1,0,super camera compact 35mm broken vacation europe hand finally decided enter digital age
1,0,first intended buy 3100 really happy invest extra money 4300 lense lot better 4mb produce fantastic pictures
1,0,possibilities auto manual helpful scene mode offers 11 optimized situational settings like portrait landscape beach snow sunset etc endless
1,0,experimented online print ordering two major us brick mortar retailers delivered great results
1,0,even normal setting 8x10 print
1,0,shows single sign visible rendering pixels could never tell picture taken digital
0,1,battery life ok somewhat short working lot monitor
1,0,therefore bought second battery backup due lightingfast charging included charger way works 110v well 220v europe ran never juice
1,0,highly recommend accessory kit provides everything else need nice camera bag holds camera plus cables charger
1,0,furher contains card reader flash card folder cards lense cleaning rag ac adapter helpful working outlet environment
1,0,fantastic compact camera made us experience photography totally new level
1,0,camera shake reading glowing review camera went local camera shop try one
1,0,currently olympus d550 takes wonderful outdoor pictures
0,1,however indoor pictures subjects feet away blurry grainy
1,0,anyway store tried coolpix 4300 along two 4mp models minolta dimage s414 panasonic lumix
0,1,focusing display rack 20 feet away brightly lit room day time pictures produced camera blurry shade orange
0,1,pictures produced minolta orange blurry
1,0,pictures produced panasonic excellent
1,0,anyway ended purchasing lumix
0,1,however average person unsteady hands doubt itll perform well lower light settings
1,0,great camera purchased nikon 4300 several weeks searching
1,0,value name resolution signed lease
1,0,nearly 800 pictures found nikon takes incredible pictures
1,0,digital zoom takes good pictures optical zoom
1,0,inside pics bit challenging instantly delete pics dont like focused perfectly need lighting adjustments make camera simple effective
1,0,love features presets well
1,0,sunset feature takes incredible pics morning evening
1,0,software get camera perfect
1,0,touchups redeye easy alter correct
1,0,use 128mb card usually get around 70 100 pics 10241280 res good resolution
1,0,battery life good although recommend two rechargebles alkaline backup emergency pics
1,0,extremely pleased camera
1,0,making step film digital great move
1,0,find emailing pics everyone know
1,0,great camera great investment
1,0,excellent camera second digital camera though also use one work experience several nikon canon models
1,0,extra battery couple good sized memory cards set day picture taking vacation
1,0,auto setting great job time manual settings want
1,0,something happen nikon coolpix 4300 would order another like
1,0,ricksters review much research decided nikon coolpix 4300 many great features bad ones
1,0,takes excellent pics easy use read manual
1,0,cant get great pics camera havent read manual
0,1,things found havent liked lcd hard read daylight everyone elses
1,0,downloads snap quick
1,0,controls easy yo use easy get
1,0,im extremely glad bought camera
1,0,super little camera really happy little camera
1,0,isnt big offensive though wouldnt know looking pics takes
1,0,got christmas still learning settings dont take pictures every single day
1,0,settings everything beautiful pics beautiful prints
1,0,expected 12x digital zoom grainy onfull size high fine quality zoomed images quite impressive
1,0,buy 256mb compact flash holds lot pics resolution
0,1,wish could get high quality tiff images resolutions doesnt seem buget cameras
1,0,still least perspective great camera money im happy camper
1,0,beginner looks experienced coolpix wonderful camera
1,0,end one decided upon since never buyers remorse
1,0,mp gives room future gaining experience cost offsets time wanting camera 3x optical fact carries nikons quality reputation behind make whole package prove worthwile price
1,0,one neat thing taken pictures thought would impossible lighting conditions pitch black rooms problem camera rooms looked like ample lighting
1,0,stars please little camera created marriage nikon
1,0,100 perfect put thought time reading manual take photos
0,1,took camera gave someone
0,1,instructions
1,0,point shoot photos great
1,0,imagine place bit knowledge take photos
1,0,memory card fit nicely since also pocket pc automatically installed picture software pda wolla
1,0,pda becames digital album
1,0,128mb card shoot 150 hi res photos
1,0,buy camera buget got one
1,0,go get
1,0,sold
1,0,great camera great camera using several months got excellent results simple friendly usage many scenes indoor outdoor snow close macro etc
1,0,great camera great price bought nikon coolpix4300 week ago
1,0,first digital camera say quite impressed features
1,0,easy enough use beginner like plenty features grow
1,0,particularly like way aids taking macro shots
0,1,one downside though autofocus work well battery low
0,1,assume case cameras since enough power autofocus
1,0,battery life ok plan buying second battery larger cf
1,0,disappointed great camera price cant beat
1,0,found controls intuitive learned manuver menus quickly
1,0,field tested use older versions 880 885 model office find produce excellent quality photos
1,0,4300 durable compact package find nikon brand trust
0,1,comes 16mb flash card need upgrade
0,1,drawbacks noticed comes rechargable battery seem last long especially use flash lot
0,1,good idea purchase extra battery insure left hanging
0,1,autofocus assist light nice taking shots lowlight situations allows camera focus low light
0,1,would say major issue slightly annoying care things
0,1,sacrifice weight size optical zoom requires glass focal length
0,1,manual set single af focus depressing shudder button prior taking pic really hinderance familiar menus features
1,0,reality drawbacks camera much less many models
1,0,really awesome camera hard beat generalto moderate snapping
1,0,work use field often hold really well
1,0,take excellent macro shots well
1,0,menus features easy manipulate access takes silent movies
1,0,dont waste time looking anything else buy one
1,0,excellent compact digital camera nikon fan owned used slr nikon fe n50 n90s many many years
1,0,recently bought coolpix 4300 along 256mb ultra flash card
1,0,expected happily found qualities picture excellent 3m4m pixel fine combos many userfriendly functions similar slr models added convenience digital camera see pictures immediately
1,0,particularly like txt file records control information pictures take
1,0,compact digital camera especially useful little children around always take camera take many pictures
1,0,try buy high capacity ultra card 2x faster regular cf card
1,0,extra rechargeable enel battery also handy seldom run battery situation
1,0,use rechargeable saves money helps environment long run
0,1,one thing puzzles fine 2200 quality pictures one ultra 256mb cf card hold 130140 pics size pictures around 12 mb math add
0,1,would expecct card hold 200 pictures size 12 mbper
1,0,nikon make happier leave lots good memories always
1,0,take camera us everywhere constantly amazed quality pictures get number different ways camera allows pictures taken
1,0,picture fanatic consider picky way camera let downnow buy
1,0,absolutely great point shoot camera first lets start needs 500 budget 4mp resolution optical clarity color fast little shutter lag quick sepup next picture compact size good camera grip minimize camera shake
1,0,three months ive researched internet magazines queried various sales personnel took handson instore test drives
1,0,finally settled nikon coolpix 4300 week camera exceeded expectations
1,0,daylight pictures brilliant indoor shots good provided subject feet away
1,0,shutter lag par ive experienced point shoot 35mm aps film cameras next frame advance couple seconds using high speed 12x 128mb compact flash card salesperson recommended high speed card since next frame advance speed important dollars
0,1,drawbacks ive encountered indoor shots distance 8ft lack contrast color ive found problem cameras builtin flashes ive used even nikon slr
1,0,got 45 outdoor 15 indoor shots monitor turning camera hour period battery died
0,1,ill still use photosuite editing
0,1,one thing indoor shots many reviews knocked camera low light focusing
1,0,heck took dark kitchen indirect light coming though door focusing fine
1,0,summary love camera would wholeheartedly recommend anyone wanting high quality point shoot camera medium price range
1,0,since wrote review january 2003 still love camera
1,0,ive picked accessories found useful
1,0,bought digislave dsf1s flash unit
1,0,provides added protection camera lens allows use filters
0,1,downside might accidentally take pictures lens cap camera wont fit small cases 28mm filters expensive hard find
1,0,takes great pictures
0,1,yet figured make snap quick pictures action shots
0,1,put manual
1,0,best 4mp camera size price range dont let five star rating fool
1,0,nikon coolpix 4300 deserves six
1,0,got camera month ago cant put
1,0,considering buying minolta f100 sony dscp camera shop realized one went beyond
1,0,selected 4300 right away gotten high quality pictures every time
1,0,autofocus feels exactly like film camera scene manual mode add little fun challenge
0,1,would also recommend buying extra battery least 128 mb compact flash type memory card
1,0,buy camera savour
1,0,one rated high several people check site epinionscom
1,0,disappointed purchase
0,1,average indoor shots flash quite good 35mm
1,0,however convenience using digital far outweighs slightly less accurate indoor pictures
1,0,extremely satisfied camera
0,1,purchased amazon since discontinued promotion
0,1,buy extra battery life good still somewhat short
0,1,dont buy camera going purchase 128 megabyte card
1,0,need storage hold decent amount shots megapixel resolution
1,0,one thing say numbskulls complain cameras controls confusing hard remember read directions
1,0,regular mode camera works 80 settings
0,1,wish camera higher optical zoom could take better wildlife photos
1,0,buy camera wont regret
1,0,digital nirvana youre looking small compact super resolution digital camera end search nikon 4300
1,0,lengthy extensive journey featureloaded high performance travel size camera initially gravitated little gem superior picture quality mega pixel
1,0,using month state unequivocably nikon definitely delivers huge bang buck
1,0,easy use sheer fun able use array nikon accessories like telephoto wideangle lenses proverbial icing cake
1,0,yes picture quality features numerous mention unmatched camera price range
1,0,design construction excellent legendary quality nikon optics
1,0,35mm slr camera second digital
1,0,youre seeking elusive state photographic euphoria free buyers remorse filled cool travel world coolpix 4300
1,0,love baby week
1,0,many functions little yet powerful camera
1,0,cool seriously
1,0,love
1,0,room dark tried taking pics old camera came black look picture real life
1,0,better actually cause carpet looks clean lol
1,0,picture quality amazing connect tv could make silent movies way wanted
0,1,cant connect computer though thats problem windows camera
1,0,windows upgrade xp anyway lol
1,0,works perfectly fine parents computer
1,0,lense cap wont let take pics real good
1,0,battery recharges ral fast recharger thingy comes real nice
1,0,excellent little camera quite bit research buying camera one everything looking
1,0,easy beginners use features serious photographers love excellent camera grow
1,0,light weight enough take everywhere powerful enough get outstanding pix
1,0,love continuous shot mode allows take 16 pix rapid succession great action shots
1,0,im amazed photo quality prints 35mm prints
0,1,one complaint 8mb card included
0,1,8mb camera like joke
0,1,card memory must
0,1,minor quibble since cameras market still include 8mb cards
1,0,perfect consumer digital camera research digital cameras youll quickly find camera best value
1,0,reasons think great features amatuer photoenthusiast would want
1,0,easy enough grandmother use
1,0,compact controls well designed theyre still easy use
1,0,picture quality excellent
1,0,3x builtin optical zoom lot price range
0,1,heres may miss annoyed camera direct firewire camera
0,1,camera small attach lenses 19mm wideangle wce 68 optical viewfinder partially obscured
1,0,doesnt affect picture course
1,0,use lcd viewfinder see whole picture
1,0,problem personally
0,1,battery removed recharge
0,1,ac adapter powering camera batterys included although one purchased separately
1,0,small camera new whole digital camera thing well new whole camera thing period really
1,0,camera affordable easy learn produces spectacular images
1,0,size also makes ideal travel
1,0,overall nikon 4300 dependable robust useful little camera
1,0,excellent phone excellent service
1,0,much said reviews features phone great phone mine worked without problems right box
1,0,phone week signal quality great detroit area suburbs recent road trip detroit northern kentucky cincinnati experienced perfect signal reception along i75 far superior amp38 ts work along several long stretches route
1,0,owned motorola panasonic nokia phones last years generally prefer nokia phone combines many best nokia features feature missing voice recognition
1,0,speaker phone functional use car audible even freeway noise
1,0,infrared blessing previous nokia want transfer old phone book phone saved hours reentering numbers
1,0,combination nokia 6610 tmobile service signal price service winner highly recommend
1,0,good phone soso service
0,1,day finally arrived sure id leave sprint
1,0,id always eyed nokia phones heard decent things tmobile gave whirl
1,0,heres brief synopsis phone tiny cute feels kind plasticlike might break seems pretty sturdy
1,0,lots little cute features favorite games pim personal information manager ie
1,0,organizer radio
0,1,spent hours setting stations accepts 1314 believe though reception unpredictable
0,1,phone comes okay ringtones decent backgrounds screensavers phone little memory mine 230kb arrived amazon dont many options put
1,0,however serves purpose
0,1,backlight phone goes way quickly dangerous youre driving night theres way change checked nokia
0,1,buttons phone small even small fingertips get used rather quickly
0,1,downside phone
0,1,oh goodness excellent hearing volume level phone especially quiet
0,1,forget talking public cant hear person
1,0,upside phone amazing battery life
0,1,like phone overall would give 35 unforutnately returning
1,0,surprised tmobiles service
0,1,assumed exceptional service reception area los angeles horrendous
1,0,also tzones although cheap 499 mo
0,1,never works
0,1,since received phone spent countless hours phone customer service reps promised tzones would work 24 hours
0,1,must heard dozen times span weeks tzones never worked
0,1,time standards martian
0,1,apparently tmobile heavily backlogged cant keep demands
0,1,also theyd forgotten add wap capability service duh took another 45 days figuring
0,1,annoying habit asking theyve answered questions even didnt always seem expect yes answer
0,1,realize quality assurance purposes right say questions answered ie
0,1,tzones work
0,1,csr im sure
0,1,umm well thanks nothing
0,1,one csr insisted trying get say hed answered questions interaction described well annoying
1,0,tmobile trying hard pretty good csrs
0,1,however calls constantly drop area experince megastatic point id dial numbers 67 times get clear line
0,1,tzones
1,0,im staying sprint though fear csr isnt nearly good tmobiles clarity reception exceptional
1,0,ive bought expensive sanyo 5500vm4500 love im okay services
