class_0,class_1,text
0,1,doesnt good camera features cant access quickly need
1,0,feel like holding something substance cheap plastic toy
1,0,work love
0,1,would recomend purchase lexar media cf camera sandisk card comes packaged small slow
1,0,didnt think would find quality ease use 1500 im thrilled purchase
1,0,outstanding camera first digital camera pleased
1,0,know whole lot photography happy know camera always perform even grow skill knowledge
1,0,seriously thing everything pro expert amateur could want
1,0,four megapixels great
1,0,know five mp cameras thing fine
1,0,want check canon website sample images taken camera download
0,1,looking simple point shoot camera probably looking
1,0,looking outstanding camera take simple complex
1,0,amazing product
1,0,love new received camera two days ago already love features
0,1,drawback viewfinder slightly blocked lens
1,0,however using lcd seems eliminate minor problem
1,0,overall best camera market
1,0,give 10 stars
0,1,noise level camera significantly noise iso 100 nikon 4500
1,0,pictures brillient bought camera days ago
1,0,get used first feelings picture quality color sharpness focusing great completely eliminated doubt digital imaging could one eat rice one grain time lens cover surely loose already accidently fingerprinted len times au lens tigt cause potential damage
0,1,wish canon would work way issue
1,0,great gadget bought last week amazon
1,0,got great deal reputable seller
1,0,love camera
1,0,still trying figure may options
1,0,great colors pictures white balance
1,0,4x optical zoom higher price range
1,0,generally overpriced little bit get paying
0,1,sold months expensive shots got
0,1,sure features tried shoot girls basketball game want task
1,0,film zoom would given superior results minimal effort
1,0,500 save could print results life camera
1,0,wanted shoot concerts well
1,0,meant even less light much action
0,1,sure adjusted film speed 400 grain terrible
1,0,next time set 100 used flash
0,1,well flash photos never great still lot noise
1,0,took outdoor photos plenty light objects werent moving photos awesome
1,0,camera marvel
0,1,dont need extra resolution cost
0,1,one time use camera may well
1,0,versatile seems one best
0,1,going leica minilux g3 replacing mine stolen
1,0,sure
1,0,within limitations longtime user highly responsive film slrs professional quality external flash equipment know bias
1,0,watching development digicams years waiting make first move
0,1,figure least three years getting impatient
0,1,hence decided spring pointandshoot digicam would features would let get around inherent limitations
1,0,chose g3 reputation high quality clean images
0,1,two limitations knew would deal long lag time focuslocks even bright light unsatisfactory light quality builtin flash
1,0,least youve got focus lock shutter release lag time g3 110 second ive read better anything else available
1,0,makes focuslock lag time something live extreme depth field obtainable point shoot digicams f8
1,0,get focus lock wait restless subject pet child strikes amusing pose fire shutter reasonable probability getting subject still focus
0,1,relative easily achieve external flash nikon slr internal flash g3 produces harsh flat images ugly hot spots
1,0,fortunately g3 hot shoe take external flash fortunately already owned one highest quality external flashes money buy metz 60 ct4
0,1,cant use nikon external flash canon camera use metz proper metz module extension cord connected g3 60 ct4
1,0,metz flash 45cl3 would like get absolute ultimate quality g3 metz module need sca 3102 connector cord sca 3000c
1,0,contrary ive read elsewhere g3 sync 1250 second thirdparty flashes dedicated flashes canon
1,0,also set g3 second shutter sync youd want time anyhow
0,1,forget controls metz flash head sca 3102 control panel ignored
0,1,might happen get close subject bounceflashing bounce flashing walls simply far away
0,1,second problem solved direct lighting metz attendant shadows unfortunately
1,0,youve got exposure within acceptable range g3 shown produce utterly stunning images hardly get nikon f100 film camera
1,0,results shadowfree images look theyve exposed gentlest natural light could imagine
0,1,one complaint g3 software comes processing raw images shoot raw image mode first thing replace 32 mbyte cf 512 mbyte cf gives 130 raw images opposed
1,0,believe enabled second file comes camera stores information
1,0,maybe delete files looked software youd see true raw image camera actually produces
0,1,didnt wait experiment
1,0,instead bought adobe photoshop camera raw plugin
1,0,plugin reveals truly stunning quality raw g3 hardware
1,0,without tweaking exposure accurate colors realistic ive ever seen produced film raw image
1,0,adobe camera raw plugin shows hardware miles ahead software
1,0,g3 raw image software gives fantasy world designed please uncritical
1,0,least youre starting photorealistic images ive ever seen camera
1,0,stunned amazed quality raw images getting g3 conjunction professional flash system easily put cameras limitations ive never seen anything better within resolution limits
1,0,perfect camera photo hobbiest wants easy point shoot ability well
1,0,girlfriend loved using camera much point shoot pry hands time
0,1,battery life drawback digital cameras quote reeves
1,0,whoa
1,0,manual functionality excellent downloading pictures quick breeze quality astounding
1,0,good months worth research buying similar priced digital cameras best buy buck
1,0,perfect yes viewfinder get obstructed instancesbut lcd works well enough instances cheapest 40 mp best 40 mp
1,0,save time wont regret
1,0,great digital camera reading positive review camera leading consumer magazine decided head amazon read online reviews
1,0,objections naysayers almost caused purchase different camera end figured id give g3 try
1,0,im glad
1,0,service supplier exceptional
1,0,camera arrived time perfect condition
1,0,recently attended flyball competition event involves dogs running jumping hurdles
0,1,legitimate criticsm online reviews fact lens really obstruct viewfinder
1,0,effect increased one buys uses telephoto doubler
0,1,cares
1,0,always shoot using lcd panel
1,0,cant write enough positive things great little camera
1,0,canon never fails amaze
1,0,great gains g2 ability selectively switch raw format record review gives incredible postprocessing flexibility
1,0,battery life 45 hours compared 25 hours g2 hours nikons
1,0,looks sort like picasa software google dont know interface easy install operate g2s intuitive
1,0,shape device little squarer without losing weight means better balance less shaking clicking
1,0,light autocorrection awesome
1,0,could take picture stone glinting sun still avoid shining glaze get contours right
1,0,g2s color effect exposure mode removed replacement selectable effect func menu option available exposure modes
1,0,new photostich software stiching pics panoramic view
0,1,course buy tool shelves separately helps comes camera
1,0,looks quite neat suggesting canon may er canonized bit
1,0,perhaps inspired canons factory whitecorrection settings found lacking altered user white edges buildings etc could cleaned g3 much sharper white offsets
1,0,english means even straight box youll amazed pics end taking
1,0,dim lit environs g2 could easily outperform camera thankfully g3 maintains rep personally believe even outperforms g2 terms less haze astonishingly real colors
1,0,overall g3 delivers must considered best image quality current megapixel digicams detail tonal balance color response point view
1,0,theres really little g3 images criticize
0,1,short eos range canon d100s nikon slrs
0,1,ive tried sony s85 carl zeiss lens pictures digital
1,0,love eos based controls easy menus
0,1,dont need go exhustive review camera
1,0,many done already
1,0,agree positive reviews
0,1,included lens cap loose camera
0,1,im concerned easily removed lens cap may damage lens
0,1,cheaply made
0,1,body construction buttons casing etc plastic
1,0,g2 better respect
1,0,heavier sturdy casing
1,0,despite grieps still recommend camera
0,1,flaws learned deal took thousands pictures around world losing really regretted
1,0,canon obvious choice want limit decision started researching brands would take microdrives
1,0,researched held tested observed different brands
1,0,needless say canon hands
1,0,camera performs like believe
1,0,another point note battery life incredible
0,1,ability charge every night dont know long would actually gone dying
1,0,camera stay years
1,0,last digital camera ill buy ive looking buy digital camera long time finally decided time
1,0,lot research decided g3
1,0,ive week far everything camera making happy
1,0,ive able change modes thing without even looking manual
1,0,intuitive menus big plus camera
1,0,charged day got took bunch pictures dont think battery indicator budged fully charged
1,0,standard battery include g3 camcorder battery allow take pictures day without worrying charging
0,1,worried seeing friend change batteries olympus 2030 pictures
1,0,optical zoom awesome viewfinder reflects settings zoom
0,1,one little minor flaw camera lens visible viewfinder detract image
1,0,said last digital camera ill buy market one advice buy best thing afford keep forever
1,0,highly recommended
1,0,info digital cameras go dpreviews
0,1,boxy
1,0,gorgeous read reviews specs performance opinions
0,1,perfectly happy g2 trade g3
1,0,camera beautiful
0,1,g2 slightly curvy champagne finish homely
1,0,g3 looks like work art
1,0,silver magnesium finish stunning sharp lines excellent grip better camera ive seen
1,0,little digital elphs bestdesigned mostelegant cameras g3 came along squashed
1,0,good choice price range first digital camera
1,0,pleased far
1,0,wanted something able take high quality photos bulky would wind leaving home time
1,0,seemed like really good compromise
1,0,compared olympus c5050z sony dcsf 717 nikon 5700 based cameras features dozen online reviews one seemed like best round deal
0,1,shortcomings noticed far would much easier choice 5mp camera
0,1,knew hand bad tiff format
1,0,would nice compromise jpeg raw
0,1,save picture raw display seems like waste battery power
0,1,seems focus metering complete quite lag shutter
0,1,first digital camera maybe
0,1,using mac os twain utility download pics directly photoshop
1,0,simple import via iphoto move photoshop
1,0,spent much time included software dont know say seems ok quite happy camera
1,0,comes clearly written manual learning curve steep
1,0,best best best camera ever
1,0,image quality color function say almost everything
1,0,olympus digital camera nothing compared
1,0,already bought camera suggest buy hiti dyesub photo printer
1,0,first foremost take better pics film cameras
1,0,save computer print ones want
1,0,duplicates brainer cheap
1,0,wasted time money developing rolls pics couple keepers
1,0,crop enlarge best practically extra cost time
1,0,technology finally folks make photo life easier
0,1,digital camera stay home hassle use
1,0,camera none flaws something youll use time
1,0,wife shuns new technology compained brought home shes forever asking digital camera
1,0,get canon 850 printer ex flash
1,0,short new slr expensive lens several film point shoots
1,0,unless professional need one camera
1,0,one
1,0,excellent camera spent lot time comparing different cameras realized thing best digital camera
0,1,always spend money get better one
1,0,however 600 800 budget think camera excellent choice
1,0,excellent idea
0,1,one bad thing comes pitiful 32mb compactflash card purposes enough
1,0,however seems general rule digital cameras
1,0,another good thing camera seems introduce much less noise dark places others ive seen
1,0,cannon owned camera short time wouldnt give anything
1,0,surpasses greatest expectations 4mp camera
1,0,powerful product bought product month ago used variety situations
1,0,general easy use well laid
1,0,g3 features would want semipro pro slr good range manual options know something photography
1,0,hands someone doesnt yield good results idiot program auto mode
1,0,wife never used camera picked soon got hang fact dont like created delete try
1,0,photos took better results got nikon slr range lenses
1,0,big plus shifting digital g3s large mobile screen helps
0,1,negative points included memory card small
1,0,go get 256meg card worth expense
0,1,made plastic
0,1,used brass cameras dropped picking camera like g3 unnerving experience
0,1,zoom lens unit feels fragile worth buying good camera bag going put carry round lot
0,1,handbag camera
0,1,light easily go small handbags pockets
0,1,function lever one switches capture view mode feels fragile
0,1,flash builtin flashes small cameras get overilluminated main subjects depth lost
1,0,learning use take long
1,0,image quality excellent
1,0,messing around images photoshop supplied software package printing good printer yielded excellent results
1,0,unless making posters g3 good enough
1,0,please note first digital camera owned used
1,0,lot opinions relevant switching film
1,0,extensive research chosing g3 theres nothing like picking one playing first
1,0,also one electronic items works right box
1,0,macro works great medical photographs auto mode terrific point shoot
1,0,beats sony f717 archrival
1,0,19in flat monitor 1200x1024 resol
0,1,story based personal usage
0,1,yes corner lens barrel distortion dont like harm done since always use camea lcd screen see exactly im going get viewfinder dont zoom zoom lens distortion goes away canon knows engineered way minimize parallax phenomenon lmost exactly ot picture
0,1,taking digital pictures notice people including errors compactflash results certain shots partially taken lost issue seems effect compactflash digicam brand
0,1,ive havent heard diagnos fix
1,0,terms shots taken camera insanely great
1,0,pictures fabulous short learning curve tons features havent even gotten
1,0,terms important accessories got extra litium battery
1,0,also got 512mb viking compact flash enough 255 shots full 4mp resolution max picture quality used 250 3lb subnotebook usb connection tons hard drive space long trips verify ive taken subnotebook also saves buy extra compactflash
1,0,anyways canon improved upon g2 g3
1,0,winner
0,1,suggestion get lens protector help protect shooting lens lens coating wear many clean wipes im getting 52 mm adapter uv lens filter
1,0,thats hopes helps
1,0,canon g3 review response recommendation cameras work art science thats understood
1,0,takes great pictures operates quickly feels solid
1,0,address two previous somewhat negative reviews yes lens barrel obstruct part lower left corner lens viewfinder however lcd viewfinder rather stunning find rarely using lens viewfinder
1,0,actually several differences g2 g3 differences continuous shooting optical lens control layout playback zoom image processing
0,1,beware see cant rank product since merchant amazon collaborating camera
0,1,bring us consumers better choices never sent product
0,1,charging card camera expedited shipping business days later still hadnt shipped product
0,1,lie
0,1,finally gave deadline said could meet
0,1,although accepted ship mon jan still didnt ship
0,1,said stock busy
0,1,werent busy enough charge credit card though
0,1,although tried contacting amazon see anything replies got inept hadnt taken time read complaint
0,1,cancelled order
0,1,hope get refund timely manner
0,1,look viewfinder lcd bottom left corner picture 15 blocked lens
0,1,minute trying tell people use lcd view finder finally admitted design flaw camera
1,0,everything else camera great
1,0,strictly use lcd view finder highly recommend camera
0,1,im sending mine back waiting problem corrected
1,0,love longer ive using powershot s330 nearly year wanted upgrade megapixel camera longer zoom adjustability hot shoe external flash remote control
1,0,ive camera two weeks shot hundreds pictures far
1,0,larger lens g3 gives better picture quality low light 4times optical zooms gets much closer
1,0,moveable lcd screen great
1,0,take pictures camera held head way beside problem allowing position camera best shot without contorting
1,0,tiny postagestamp sized remote unit wonderful trigger shutter also used zoom review pictures
1,0,also purchased good sturdy tripod combination new camera tripod remote control enabled take remarkable indoor naturallight portraits never would attempted
1,0,needed three batteries keep going s330 battery g3 real powerhouse shot 300 photos goddaughters birthday party without switching backup battery
1,0,g3 different type battery charging system smaller canon cameras battery needs charged camera charging system also enables use camera plugged without running battery
1,0,yet try using adjustment options shutter priority aperature priority light metering adjustments etc controls well thought manual relatively clear
1,0,use camera right box automatic setting slowly get comfortable manual settings
0,1,ive bothered blownout highlights s330 g3 seems slightly better
0,1,onoff button feels somewhat flimsy awkward tiny little lockout button needs depressed turn camera
0,1,body construction general quite bit plastic disappointment stainless steel heft s330
1,0,bought 512 mb card seems hold 400 photos highest resolution
1,0,worried megapixel photos would download slowly theres difference working files
1,0,time purchased camera also bought adobes photoshop elments 20 software cant praise highly enough
1,0,youre investing camera level buy software
1,0,said review s330 digital cameras easier use apple computers
1,0,make sure buy tripod separate flash unit time youll see difference photos immediately
1,0,wound buying gray card use time custom whitebalance setting
1,0,helps avoid problem color cast pictures especially mixedlight settings
1,0,dont gray card use plain white piece paper
1,0,also discovered exposurebracket setting enables take three exposures one press shutter first exposure one lighter one darker
1,0,buy telephoto lens required extension
1,0,easy use
1,0,ill probably also get wideangle
1,0,comfortable camera easy use best digital photos youre going get price
1,0,best nonslr digital camera megapixels ive using g3 six weeks proven advertised
1,0,handson comparison nikon coolpix 5700 sony dscf 717 lack quality feel features g3 ultimately chose g3 outstanding image quality resolution coloration superior
1,0,beats competition almost every area including battery life enthusiast features external flash capabilities available storage types image formats
1,0,camera need study use order fully exploit many features
1,0,pointandshoot camera intend get finer features id suggest less enthusiast featured choice
1,0,allinall believe arguably best nonslr digital camera market
1,0,best far canon g3 improves almost ways g1 g2 fact beats nikon coolpix 5000 performance picture quality battery life amazing 5000 megapixel camera canon megapixel camera
1,0,canons optics better believe processing algorithms also better
1,0,simply canon g3 best digital camera today price point
1,0,canon allows change lenses accepts ibm microdrive type ii compact flash gigabyte storage
1,0,fine resolution setting maximum close adds 1000 images gig card
1,0,even shortcomings still think best digital camera available 1200
1,0,pictures razorsharp even macro
1,0,small enough fit easily coat pocket purse
1,0,light enough carry around day without bother
1,0,operating many features easy often obvious im annie lebovitz able figure abilities messing around camera store
1,0,manual fine job filling blanks remain
1,0,autofocus performs well love 12 optional scene modes dummyproof correspond many situations would actually seek use camera
1,0,bought 256 mb cf second battery good go long vacation
1,0,recommend camera
1,0,perfect grow got camera three days back although experience digital cameras prior purchasing one still rate beginner
1,0,bought camera fit budget preproduction production model reviews positive
1,0,easy use yet feature rich
1,0,auto mode functions basically point click scene modes easy use produce good results
1,0,macro mode exceptional pictures clear take pictures lens unbelievably close subject
1,0,battery life good got 90 minutes lcd turned time first time around using lcd every yet needed recharge
1,0,near perfection love photography
1,0,older camera simply point shoot camera
1,0,needed something power bought nikon coolpix 4300 fell love camera combines ease use immense amount options power
1,0,camera ideal people want power dont want spend 1000s dollars camera
0,1,excited bought coolpix 4300 two months bought canon powershot s400
0,1,easy sharing one teen age kid
1,0,ive problem canon whatsoever
0,1,nikon although picture qualities good mp cameras ive following headaches pictures wont transfer pc directly camera using included transfer cable
0,1,everything could took many days frustration concluding way transfer pc card reader
1,0,card reader included
1,0,used lexar 256 mb still use means nothing wrong lexar
0,1,careful battery low make sure carry extra batteries
1,0,cons reviewers clearly pointed good things camera agree
0,1,certain issues might minor major ones though
0,1,camera keeps autofocussing auto mode buzzing sound cant stopped
0,1,would really good given option stop autofocussing want date time image software nikon view reads images date time images metadata
0,1,use card reader copy images got onceagain open software put date time
0,1,isnt direct way add date time got say print images different directory option specify date time even slightest shakes totally distorts image
1,0,go get high speed like lexar 12x higher cf card
1,0,overall good camera really good picture clarity exceptional closeup shooting capability
0,1,bad service within year problems menu dial knob
0,1,became stucked makes almost impossible switch modes
0,1,send camera nikon servicing took whole weeks diagnose problem
0,1,worse claim kind internal damage refuse cover cost via warranty
0,1,wouldnt repair camera unless pay 100 parts
1,0,labor
0,1,system error got system error problem 30 days purchase
0,1,made camera totally inoperable
0,1,also lens cap design flawed
0,1,manually take cap order use
0,1,audio video also lacking
1,0,otherwise takes good pictures shutter delay isnt bad either
0,1,still send back nikon repair
0,1,want small camera seems get lost hands wasnt comfortable
1,0,wanted decent sized camera contour fingers hold steadily
1,0,wanted camera lot builtin settings different types suroundings giving option use photography skills although amateur interest photography turning manual settings
1,0,course wanted respected brand stay within budget bought expensive camcorder hadnt used much
1,0,depending requirements narrowed search nikon 4300 canon powershot s400 models
1,0,nikon got final nod settings auto manual along movie modes medium compact size price brand name good software included previous reviews
1,0,pictures absolutely amazing camera captures minutest details
0,1,pictures come hazy hands shake even moment entire process taking picture
1,0,think problems digital cameras major complaints
0,1,try buy tripod solve problems
1,0,hope review helped making mind
1,0,taken 150 photographs far absolutely loved experience
1,0,looking forward vegas trip great photographs
1,0,possibilities auto manual helpful scene mode offers 11 optimized situational settings like portrait landscape beach snow sunset etc endless
1,0,movie mode also working great
1,0,4300 comes excellent easy install software use xp win98 without problem battery charger usb video cable
1,0,64mb flash card camera comes 16mb holds 52 pictures normal resolution
1,0,experimented online print ordering two major us brick mortar retailers delivered great results
1,0,even normal setting 8x10 print
0,1,battery life ok somewhat short working lot monitor
1,0,therefore bought second battery backup due lightingfast charging included charger way works 110v well 220v europe ran never juice
1,0,highly recommend accessory kit provides everything else need nice camera bag holds camera plus cables charger
1,0,fantastic compact camera made us experience photography totally new level
1,0,camera shake reading glowing review camera went local camera shop try one
0,1,however indoor pictures subjects feet away blurry grainy
1,0,anyway store tried coolpix 4300 along two 4mp models minolta dimage s414 panasonic lumix
0,1,focusing display rack 20 feet away brightly lit room day time pictures produced camera blurry shade orange
1,0,pictures produced panasonic excellent
0,1,store clerk concluded blurriness may caused shaking camera slightly press button understandable since camera lighter two models
1,0,anyway ended purchasing lumix
1,0,im sure camera wonderful features others talk
0,1,however average person unsteady hands doubt itll perform well lower light settings
1,0,great camera purchased nikon 4300 several weeks searching
1,0,value name resolution signed lease
1,0,nearly 800 pictures found nikon takes incredible pictures
1,0,digital zoom takes good pictures optical zoom
1,0,inside pics bit challenging instantly delete pics dont like focused perfectly need lighting adjustments make camera simple effective
1,0,love features presets well
1,0,sunset feature takes incredible pics morning evening
1,0,use 128mb card usually get around 70 100 pics 10241280 res good resolution
0,1,large pics take 8mb
1,0,battery life good although recommend two rechargebles alkaline backup emergency pics
1,0,extremely pleased camera
1,0,making step film digital great move
1,0,find emailing pics everyone know
1,0,great camera great investment
1,0,excellent camera second digital camera though also use one work experience several nikon canon models
1,0,nikon coolpix 4300 wonderful easy use high quality compact size
1,0,auto setting great job time manual settings want
1,0,ricksters review much research decided nikon coolpix 4300 many great features bad ones
1,0,takes excellent pics easy use read manual
1,0,cant get great pics camera havent read manual
0,1,things found havent liked lcd hard read daylight everyone elses
1,0,downloads snap quick
1,0,controls easy yo use easy get
1,0,im extremely glad bought camera
1,0,isnt big offensive though wouldnt know looking pics takes
1,0,got christmas still learning settings dont take pictures every single day
1,0,expected 12x digital zoom grainy onfull size high fine quality zoomed images quite impressive
1,0,buy 256mb compact flash holds lot pics resolution
0,1,wish could get high quality tiff images resolutions doesnt seem buget cameras
1,0,still least perspective great camera money im happy camper
1,0,end one decided upon since never buyers remorse
1,0,mp gives room future gaining experience cost offsets time wanting camera 3x optical fact carries nikons quality reputation behind make whole package prove worthwile price
1,0,stars please little camera created marriage nikon
1,0,never knew could love digital camera much
1,0,software comes amazing online service comes free really neat
1,0,clean clear well focused 95 photos taken beginner
1,0,100 perfect put thought time reading manual take photos
0,1,took camera gave someone
1,0,point shoot photos great
1,0,pda becames digital album
1,0,128mb card shoot 150 hi res photos
1,0,great camera great camera using several months got excellent results simple friendly usage many scenes indoor outdoor snow close macro etc
1,0,great camera great price bought nikon coolpix4300 week ago
1,0,first digital camera say quite impressed features
1,0,easy enough use beginner like plenty features grow
1,0,particularly like way aids taking macro shots
1,0,friends impressed quality pictures took
0,1,assume case cameras since enough power autofocus
1,0,battery life ok plan buying second battery larger cf
1,0,disappointed great camera price cant beat
1,0,ive using months
1,0,found controls intuitive learned manuver menus quickly
1,0,quality superb
1,0,small size perfect little hands may perhaps uncomfortable awkward bigger person
1,0,field tested use older versions 880 885 model office find produce excellent quality photos
1,0,4300 durable compact package find nikon brand trust
1,0,got 256mb card hardpressed fill weekend
0,1,drawbacks noticed comes rechargable battery seem last long especially use flash lot
0,1,good idea purchase extra battery insure left hanging
0,1,autofocus assist light nice taking shots lowlight situations allows camera focus low light
0,1,would say major issue slightly annoying care things
1,0,3x optical zoom average cameras
0,1,sacrifice weight size optical zoom requires glass focal length
0,1,digital zoom top optical zoom sacrifice quality
0,1,set camera manual mode one main reason mode autofocuses continuously burns batteries
0,1,manual set single af focus depressing shudder button prior taking pic really hinderance familiar menus features
1,0,reality drawbacks camera much less many models
1,0,easy focus drawbacks dont think hate camera
1,0,menus features easy manipulate access takes silent movies
1,0,dont get better compared lot cameras believe value money
1,0,picturers amazing
1,0,dont waste time looking anything else buy one
1,0,dont get better nikon 4300
1,0,excellent compact digital camera nikon fan owned used slr nikon fe n50 n90s many many years
1,0,recently bought coolpix 4300 along 256mb ultra flash card
1,0,expected happily found qualities picture excellent 3m4m pixel fine combos many userfriendly functions similar slr models added convenience digital camera see pictures immediately
1,0,particularly like txt file records control information pictures take
1,0,consider time save picture taking especially missing good moment download well worth little extra money
1,0,extra rechargeable enel battery also handy seldom run battery situation
1,0,use rechargeable saves money helps environment long run
0,1,one thing puzzles fine 2200 quality pictures one ultra 256mb cf card hold 130140 pics size pictures around 12 mb math add
0,1,would expecct card hold 200 pictures size 12 mbper
1,0,nikon make happier leave lots good memories always
1,0,sorry highly recommend camera anyone looking good digital camera takes great pictures yet doesnt take weeks figure operate
1,0,take camera us everywhere constantly amazed quality pictures get number different ways camera allows pictures taken
1,0,picture fanatic consider picky way camera let downnow buy
1,0,absolutely great point shoot camera first lets start needs 500 budget 4mp resolution optical clarity color fast little shutter lag quick sepup next picture compact size good camera grip minimize camera shake
1,0,three months ive researched internet magazines queried various sales personnel took handson instore test drives
1,0,daylight pictures brilliant indoor shots good provided subject feet away
1,0,shutter lag par ive experienced point shoot 35mm aps film cameras next frame advance couple seconds using high speed 12x 128mb compact flash card salesperson recommended high speed card since next frame advance speed important dollars
1,0,uploading images windowsbased pc fast simple
0,1,drawbacks ive encountered indoor shots distance 8ft lack contrast color ive found problem cameras builtin flashes ive used even nikon slr
0,1,battery life seems short side adequate situations
1,0,got 45 outdoor 15 indoor shots monitor turning camera hour period battery died
0,1,picture editing software came adequate robust
0,1,ill still use photosuite editing
0,1,one thing indoor shots many reviews knocked camera low light focusing
1,0,summary love camera would wholeheartedly recommend anyone wanting high quality point shoot camera medium price range
1,0,ive picked accessories found useful
1,0,bought digislave dsf1s flash unit
1,0,dont use bracket hold head aim flash left hand
1,0,leave adapter uv filter time
1,0,also allows turn camera without remove lens cap
0,1,downside might accidentally take pictures lens cap camera wont fit small cases 28mm filters expensive hard find
1,0,great camera great camera
1,0,impressed easy camera use
1,0,takes great pictures
1,0,manual easy understand mostly idiot proof
1,0,small unlike canon slr easily fits pocket
0,1,yet figured make snap quick pictures action shots
1,0,best 4mp camera size price range dont let five star rating fool
1,0,nikon coolpix 4300 deserves six
1,0,got camera month ago cant put
1,0,considering buying minolta f100 sony dscp camera shop realized one went beyond
1,0,selected 4300 right away gotten high quality pictures every time
1,0,autofocus feels exactly like film camera scene manual mode add little fun challenge
1,0,buy camera savour
1,0,great camera reviewed several digital cameras settling one
1,0,picture quality outdoor settings 35mm
1,0,extremely satisfied camera
0,1,purchased amazon since discontinued promotion
0,1,buy extra battery life good still somewhat short
0,1,dont buy camera going purchase 128 megabyte card
1,0,need storage hold decent amount shots megapixel resolution
1,0,one thing say numbskulls complain cameras controls confusing hard remember read directions
1,0,regular mode camera works 80 settings
1,0,scene mode works well remainder shots going regular setting
0,1,wish camera higher optical zoom could take better wildlife photos
1,0,however 3x optical setting acceptable 70 shots take
1,0,buy camera wont regret
1,0,digital nirvana youre looking small compact super resolution digital camera end search nikon 4300
1,0,lengthy extensive journey featureloaded high performance travel size camera initially gravitated little gem superior picture quality mega pixel
1,0,using month state unequivocably nikon definitely delivers huge bang buck
1,0,easy use sheer fun able use array nikon accessories like telephoto wideangle lenses proverbial icing cake
1,0,yes picture quality features numerous mention unmatched camera price range
1,0,design construction excellent legendary quality nikon optics
1,0,35mm slr camera second digital
1,0,youre seeking elusive state photographic euphoria free buyers remorse filled cool travel world coolpix 4300
1,0,love baby week
1,0,many functions little yet powerful camera
1,0,cool seriously
1,0,love
1,0,room dark tried taking pics old camera came black look picture real life
1,0,better actually cause carpet looks clean lol
1,0,camera great
1,0,picture quality amazing connect tv could make silent movies way wanted
0,1,cant connect computer though thats problem windows camera
1,0,windows upgrade xp anyway lol
1,0,works perfectly fine parents computer
1,0,lense cap wont let take pics real good
1,0,battery recharges ral fast recharger thingy comes real nice
1,0,ooh dropped still works fine little camera many features havent even gotten yet
1,0,easy beginners use features serious photographers love excellent camera grow
1,0,light weight enough take everywhere powerful enough get outstanding pix
1,0,love continuous shot mode allows take 16 pix rapid succession great action shots
0,1,one complaint 8mb card included
0,1,8mb camera like joke
0,1,card memory must
1,0,reasons think great features amatuer photoenthusiast would want
1,0,easy enough grandmother use
1,0,compact controls well designed theyre still easy use
1,0,optional lenses like wide angles extra zooms
1,0,digital film uses compact flash cards easy find cheap reliable supported many devices may hoome
1,0,nikon coolpix line wellestablished line know support parts going available even nikon releases newer model
1,0,battery life excellent
1,0,3x builtin optical zoom lot price range
1,0,10 great price features
0,1,heres may miss annoyed camera direct firewire camera
1,0,usb though
0,1,camera small attach lenses 19mm wideangle wce 68 optical viewfinder partially obscured
1,0,doesnt affect picture course
1,0,problem personally
0,1,battery removed recharge
0,1,ac adapter powering camera batterys included although one purchased separately
0,1,two different adapters ure ure required attachment lenses
0,1,annoyances though comparable youll find cameras price range
1,0,small camera new whole digital camera thing well new whole camera thing period really
1,0,camera affordable easy learn produces spectacular images
1,0,automode good enough shots 4300 also boasts 12 versatile scene modes well manual mode though admit havent played much manual
1,0,size also makes ideal travel
1,0,overall nikon 4300 dependable robust useful little camera
1,0,excellent phone excellent service
1,0,much said reviews features phone great phone mine worked without problems right box
0,1,several years torture hands atampt customer service delighted drop look forward august 2004 convert familyphones atampt tmobile
1,0,owned motorola panasonic nokia phones last years generally prefer nokia phone combines many best nokia features feature missing voice recognition
1,0,favorite features although many speaker phone radio infrared
1,0,speaker phone functional use car audible even freeway noise
1,0,infrared blessing previous nokia want transfer old phone book phone saved hours reentering numbers
1,0,combination nokia 6610 tmobile service signal price service winner highly recommend
1,0,good phone soso service
1,0,years carriers expensive plans horrible customer service portability seemed heavensent
1,0,heres brief synopsis phone tiny cute feels kind plasticlike might break seems pretty sturdy
0,1,also need headset plugged time radio work get tedious
0,1,headset comes phone good sound volume hurts ears like cannot imagine
0,1,colors screen crisp id liked
1,0,however serves purpose
0,1,buttons phone small even small fingertips get used rather quickly
0,1,menu options uncreative cant see full screen menu items pick scroll find youre looking yes minor youre trying keep eye road
0,1,oh goodness excellent hearing volume level phone especially quiet
1,0,upside phone amazing battery life
1,0,surprised tmobiles service
0,1,assumed exceptional service reception area los angeles horrendous
0,1,piggyback cingulars service
1,0,also tzones although cheap 499 mo
0,1,never works
0,1,since received phone spent countless hours phone customer service reps promised tzones would work 24 hours
0,1,must heard dozen times span weeks tzones never worked
0,1,time standards martian
0,1,apparently tmobile heavily backlogged cant keep demands
0,1,also theyd forgotten add wap capability service duh took another 45 days figuring
1,0,fairness customer reps nice try hard answer questions
0,1,annoying habit asking theyve answered questions even didnt always seem expect yes answer
0,1,realize quality assurance purposes right say questions answered ie
0,1,csr im sure
0,1,one csr insisted trying get say hed answered questions interaction described well annoying
0,1,however calls constantly drop area experince megastatic point id dial numbers 67 times get clear line
0,1,tzones
0,1,whats point
